9393 No. 1 Road,"$1,500,000",4,3,33 ft x 110 ft (3630 ft²),Built in 2005 (15 yrs old),"$4,029",Seafair,House,Freehold NonStrata,2 Storey,110,33.00 feet,R2524749,Sylvie Zhao PREC*,RE/MAX Crest Realty,6 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,,
9240 Wellmond Road,"$1,698,800",5,2,66 ft x 120 ft (7919 ft²),Built in 1959 (61 yrs old),"$4,560",Seafair,House,Freehold NonStrata,3 Level Split,120,66.00 feet,R2518494,James Tan PREC*,Pacific Evergreen Realty Ltd.,Gloria Si Tu,Pacific Evergreen Realty Ltd.,40 Days on REW,"Central Location, Drapes/window Coverings","Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Range Top, Refrigerator",1,,,,
8620 Fairfax Crescent,"$2,598,880",4,5,66 ft x 106 ft (6957 ft²),Built in 2019 (1 yrs old),"$8,135",Seafair,House,Freehold NonStrata,2 Storey,106,66.00 feet,R2514079,Jeff Chadha,Century 21 Supreme Realty Inc.,Jas Chahal PREC*,Century 21 Supreme Realty Inc.,56 Days on REW,"Central Location, Garage Door Opener, Oven - Built In, Private Yard, Security System, Vacuum - Built In","Garden, In Suite Laundry, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",1,,,,
9371 Gormond Road,"$2,680,000",5,6,7135 ft²,Built in 2015 (5 yrs old),"$7,257",Seafair,House,Freehold NonStrata,2 Storey,67.00 feet,R2507793,Sylvie Zhao PREC*,RE/MAX Crest Realty,76 Days on REW,"Drapes/window Coverings, Private Yard","Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,
9040 Desmond Road,"$1,450,000",4,4,1 ft x 1 ft (7006 ft²),Built in 1982 (38 yrs old),"$4,477",Seafair,House,Freehold NonStrata,2 Storey,1,1.00 feet,R2502913,Ellen Guan PREC*,RE/MAX Crest Realty,91 Days on REW,"Central Location, Drapes/window Coverings, Paved Road, Private Setting, Private Yard, Vacuum - Built In","Recreation Nearby, Shopping Nearby","Clothes Washer/Dryer, Microwave, Range Top",1,,,,,,
3220 Wardmore Place,"$2,980,000",4,6,7028 ft²,Built in 2017 (3 yrs old),"$8,096",Seafair,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,66.00 feet,R2501670,Andy Dai PREC*,Nu Stream Realty Inc.,94 Days on REW,"Air Conditioning, Garage Door Opener, Heat Recovery Ventilator, Jetted Bathtub, Smoke Alarm",Washer/Dryer/Fridge/Stove/Dishwasher,2,Yes,,,,,,
9471 Diamond Road,"$2,398,000",5,6,7675 ft²,Built in 2009 (11 yrs old),"$7,022",Seafair,House,Freehold NonStrata,2 Storey,71.60 feet,R2501144,Andy Dai PREC*,Nu Stream Realty Inc.,95 Days on REW,"Air Conditioning, Drapes/window Coverings, Garage Door Opener, Jetted Bathtub, Smoke Alarm","Disposal - Waste, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,,,,,,,
3328 Williams Road,"$2,780,000",5,6,61 ft x 118 ft (7166 ft²),Built in 2018 (2 yrs old),"$7,261",Seafair,House,Freehold NonStrata,2 Storey,118,61.00 feet,R2484786,Ellen Guan PREC*,RE/MAX Crest Realty,138 Days on REW,"Air Conditioning, Central Location, Drapes/window Coverings, Fireplace Insert, Paved Road, Security System, Smoke Alarm, Vacuum - Built In","Garden, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,,,,,
8300 Fairhurst Road,"$1,988,000",5,4,65 ft x 100 ft (6555 ft²),Built in 1994 (26 yrs old),"$5,597",Seafair,House,Freehold NonStrata,2 Storey,100,65.60 feet,R2404368,Diane Wang PREC*,Royal Pacific Realty (Kingsway) Ltd.,473 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,,
3131 Williams Road,"$3,688,800",6,8,59 ft x 120 ft (7080 ft²),Built in 2019 (1 yrs old),"$7,002",Seafair,House,Freehold NonStrata,3 Storey,Heat Recovery Ventilator,120,59.00 feet,R2524670,Nissim Samuel,Sutton Group Seafair Realty,6 Days on REW,"Drapes/window Coverings, Garden, Heat Recovery Ventilator, Jetted Bathtub, Oven - Built In, Security System, Sprinkler - Inground","Air Conditioning, Central Air Conditioning, Sauna","Disposal - Waste, In Suite Laundry, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",1,Yes,,,,
3571 Newmore Avenue,"$2,488,888",5,6,7762 ft²,Built in 2017 (3 yrs old),"$7,115",Seafair,House,Freehold NonStrata,2 Storey,1.00 feet,R2524625,Nissim Samuel,Sutton Group Seafair Realty,6 Days on REW,"Central Location, Drapes/window Coverings, Garage Door Opener, Jetted Bathtub, Private Yard, Sprinkler - Inground","Air Conditioning, Golf Course Nearby, Marina Nearby, Recreation Nearby, Shopping Nearby","Dishwasher, Disposal - Waste, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher, Wine Cooler",2,Yes,,,,,,
3400 Barmond Avenue,"$2,890,000",5,6,66 ft x 120 ft (7918 ft²),Built in 2019 (1 yrs old),"$8,572",Seafair,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,120,66.00 feet,R2523626,Jenny Ho PREC*,RE/MAX Westcoast,James Lam,RE/MAX Westcoast,Dee Bhangle,Keller Williams Realty VanCentral,13 Days on REW,"Drapes/window Coverings, Heat Recovery Ventilator, Private Setting, Private Yard, Security System","Air Conditioning, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,1,Yes
3280 Blundell Road,"$2,198,000",5,5,47 ft x 106 ft (5008 ft²),Built in 2020 (0 yrs old),$0,Seafair,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,106,47.00 feet,R2522206,Ajit Thaliwal PREC*,RE/MAX Westcoast,Raman Kooner PREC*,RE/MAX Westcoast,21 Days on REW,"Adult Oriented, Central Location, Heat Recovery Ventilator, Private Setting, Security System, Vacuum - Built In","Air Conditioning, Recreation Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,1,Yes,,
9591 Florimond Road,"$1,305,000",3,2,66 ft x 111 ft (7373 ft²),Built in 1952 (68 yrs old),"$4,450",Seafair,House,Freehold NonStrata,Split Entry,111.74,66.00 feet,R2517144,Vick Naiker,Keller Williams Elite Realty,44 Days on REW,"Central Location, Private Setting","Recreation Nearby, Shopping Nearby",1,,,,,,,
3360 Blundell Road,"$2,298,000",5,5,40 ft x 120 ft (4800 ft²),Built in 2020 (0 yrs old),$0,Seafair,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,120,40.00 feet,R2517167,Yvonne Lu PREC*,Royal Pacific Realty Corp.,45 Days on REW,"Drapes/window Coverings, Heat Recovery Ventilator, Security System, Sprinkler - Inground, Vacuum - Built In",Air Conditioning,Washer/Dryer/Fridge/Stove/Dishwasher,2,Yes,,,,
3420 Trumond Avenue,"$2,890,000",5,6,66 ft x 106 ft (7014 ft²),Built in 2020 (0 yrs old),"$4,937",Seafair,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,106,66.00 feet,R2467579,Jessica Liu PREC*,RE/MAX Select Properties,56 Days on REW,"Air Conditioning, Central Location, Garage Door Opener, Heat Recovery Ventilator, Private Yard, Security System, Smoke Alarm, Sprinkler - Fire, Sprinkler - Inground, Vacuum - Built In",Shopping Nearby,Washer/Dryer/Fridge/Stove/Dishwasher,1,Yes,,,,
4420 Waller Drive,"$1,748,000",5,3,44 ft x 104 ft (4605 ft²),Built in 1982 (38 yrs old),"$4,313",Boyd Park,House,Freehold NonStrata,2 Storey,104.66,44.00 feet,R2494380,Shafik Ladha PREC*,RE/MAX Westcoast,Isabella Wong,RE/MAX Westcoast,26 Days on REW,Private Yard,"Golf Course Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,
8 9080 Parksville Drive,"$628,800",3,2,Built in 1978 (42 yrs old),"$1,928",$340,Boyd Park,Townhouse,Freehold Strata,2 Storey,R2520573,Shafik Ladha PREC*,RE/MAX Westcoast,31 Days on REW,"Central Location, Recreation Nearby, Shopping Nearby","Club House, In Suite Laundry, Oudoor Pool",,,,,,,,,,
212 8760 No. 1 Road,"$409,000",1,2,Built in 1975 (45 yrs old),"$1,266",$445,Boyd Park,Apt/Condo,Freehold Strata,Upper Unit,R2517211,Anne Piche,Sutton Group Seafair Realty,45 Days on REW,"Golf Course Nearby, Recreation Nearby, Shopping Nearby","Dishwasher, Refrigerator, Stove","Guest Suite, In Suite Laundry, Indoor Pool, Oudoor Pool, Recreation Center, Sauna/Steam Room",,,,,,,,,
4228 Pendlebury Road,"$1,799,000",6,6,46 ft x 140 ft (6039 ft²),Built in 2016 (4 yrs old),"$4,291",$0,Boyd Park,Duplex,Freehold Strata,2 Storey,Heat Recovery Ventilator,140,46.00 feet,R2515942,Sandra Li PREC*,LeHomes Realty,49 Days on REW,Heat Recovery Ventilator,"Paved Road, Private Yard, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Garden, In Suite Laundry",1,,,
4871 Pembroke Place,"$1,588,000",6,4,7444 ft²,Built in 1976 (44 yrs old),"$4,454",Boyd Park,House,Freehold NonStrata,2 Storey,0.00 feet,R2499902,Tina Lieu PREC*,Nu Stream Realty Inc.,101 Days on REW,"In Suite Laundry, Washer/Dryer/Fridge/Stove/Dishwasher",1,,,,,,,,,
4819 Francis Road,"$2,388,000",5,6,50 ft x 155 ft (7621 ft²),Built in 2015 (5 yrs old),"$6,781",Boyd Park,House,Freehold NonStrata,2 Storey,Heat Recovery Ventilator,155,50.00 feet,R2479002,Jane Mu PREC*,Royal Pacific Realty Corp.,159 Days on REW,"Air Conditioning, Garage Door Opener, Heat Recovery Ventilator","Central Air Conditioning, In Suite Laundry",Washer/Dryer/Fridge/Stove/Dishwasher,2,Yes,,,,
214 8040 Colonial Drive,"$486,000",3,1,Built in 1977 (43 yrs old),"$1,364",$470,Boyd Park,Townhouse,Freehold Strata,3 Storey,R2523642,Jane Jiang,Luxmore Realty,14 Days on REW,,,,,,,,,,,,
124 8880 No. 1 Road,"$439,999",2,2,Built in 1974 (46 yrs old),"$1,433",$456,Boyd Park,Apt/Condo,Freehold Strata,1 Storey,R2522290,Taj Rai,Stonehaus Realty Corp.,Shyne Taghvaei,Stonehaus Realty Corp.,Ryan Krishnan,Stonehaus Realty Corp.,21 Days on REW,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Club House, Elevator, Indoor Pool, Shared Laundry, Storage",,,,,
215 8880 No. 1 Road,"$399,000",1,1,Built in 1973 (47 yrs old),"$1,231",$408,Boyd Park,Apt/Condo,Freehold Strata,Corner Unit,R2521495,Paul Su Ming Chang PREC*,Multiple Realty Ltd.,24 Days on REW,"Central Location, Private Setting, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Indoor Pool, Oudoor Pool, Recreation Center",,,,,,,,,
4331 Francis Road,"$1,680,000",5,4,59 ft x 119 ft (7112 ft²),Built in 1987 (33 yrs old),"$4,329",Boyd Park,House,Freehold NonStrata,2 Storey,119.98,59.00 feet,R2519432,Linda Xiang (Qing),Macdonald Realty Westmar,35 Days on REW,"Golf Course Nearby, Marina Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,
326 8880 No. 1 Road,"$499,000",3,2,Built in 1973 (47 yrs old),"$1,482",$456,Boyd Park,Apt/Condo,Freehold Strata,1 Storey,R2519405,Narinder Thiara,One Percent Realty Ltd.,35 Days on REW,"Private Setting, Recreation Nearby, Shopping Nearby","Dishwasher, Refrigerator, Stove","Club House, Indoor Pool, Oudoor Pool, Sauna/Steam Room",,,,,,,,,
4871 Pendlebury Road,"$2,458,000",5,5,66 ft x 139 ft (9205 ft²),Built in 1995 (25 yrs old),"$7,181",Boyd Park,House,Freehold NonStrata,2 Storey,139.5,66.00 feet,R2515892,Ritchie Yuan,Pacific Evergreen Realty Ltd.,47 Days on REW,"Clothes Dryer, Clothes Washer, Dishwasher, Freezer, Stove",2,,,,,,,,
217 8860 No. 1 Road,"$479,888",2,2,Built in 1975 (45 yrs old),"$1,201",$408,Boyd Park,Apt/Condo,Freehold Strata,Inside Unit,R2515142,Kelly Fry PREC*,Keller Williams Elite Realty,Cameron Manning,Keller Williams Elite Realty,53 Days on REW,"Central Location, Golf Course Development","Dishwasher, Microwave, Refrigerator, Stove","Elevator, Indoor Pool, Oudoor Pool, Recreation Center, Shared Laundry, Storage",,,,,,,
115 8720 No. 1 Road,"$489,000",2,2,Built in 1978 (42 yrs old),"$1,266",$408,Boyd Park,Apt/Condo,Freehold Strata,End Unit,R2514470,Jeff Kuzik,Macdonald Realty Westmar,55 Days on REW,"Drapes/window Coverings, Pantry, Security System, Storage Shed","Golf Course Nearby, Recreation Nearby, Shopping Nearby","Clothes Dryer, Dishwasher, Microwave, Stove","Bike Room, Elevator, In Suite Laundry, Indoor Pool, Oudoor Pool, Storage",,,,,,,,
317 8120 Colonial Drive,"$300,000",1,1,Built in 1977 (43 yrs old),$771,$272,Boyd Park,Apt/Condo,Freehold Strata,1 Storey,R2509150,Bernard Lau,Jovi Realty (Richmond) Inc.,70 Days on REW,"Central Location, Lane Access, Shopping Nearby","Clothes Washer/Dryer, Refrigerator, Stove","Oudoor Pool, Recreation Center",,,,,,,,,
8880 Craigflower Gate,"$2,398,000",5,6,54 ft x 120 ft (6479 ft²),Built in 2020 (0 yrs old),"$4,899",Boyd Park,House,Freehold NonStrata,2 Storey,120,54.00 feet,R2509430,Khalid Hasan PREC*,RE/MAX Westcoast,71 Days on REW,"Air Conditioning, Central Location, Private Yard","Golf Course Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,1,Yes,,,,,
207 8040 Colonial Drive,"$469,900",3,1,Built in 1979 (41 yrs old),"$1,364",$470,Boyd Park,Townhouse,Freehold Strata,2 Storey,R2508524,Calvin Lai PREC*,LeHomes Realty Premier,74 Days on REW,"Clothes Washer/Dryer, Refrigerator, Stove","In Suite Laundry, Oudoor Pool, Playground",,,,,,,,,,
703 9300 Parksville Drive,"$435,000",2,1,Built in 1978 (42 yrs old),"$1,198",$383,Boyd Park,Apt/Condo,Freehold Strata,Penthouse,R2504823,Wes Kroeker,Macdonald Realty Westmar,86 Days on REW,Drapes/window Coverings,"Central Location, Golf Course Nearby, Private Setting, Recreation Nearby, Shopping Nearby","Dishwasher, Refrigerator, Stove","Club House, Elevator, Oudoor Pool, Recreation Center, Shared Laundry, Storage",,,,,,,,
4425 Peterson Drive,"$1,299,999",3,2,4025 ft²,Built in 1980 (40 yrs old),"$3,830",Boyd Park,House,Freehold NonStrata,1 Storey,0.00 feet,R2504555,Irene Chu,Nu Stream Realty Inc.,87 Days on REW,1,,,,,,,,,,
10540 River Drive,"$1,420,000",4,3,66 ft x 144 ft (9504 ft²),Built in 1971 (49 yrs old),"$4,151",Bridgeport,House,Freehold NonStrata,3 Level Split,144,66.00 feet,R2523247,Jane Mu PREC*,Royal Pacific Realty Corp.,Sarah L. Guo PREC*,RE/MAX Crest Realty,17 Days on REW,"Paved Road, Private Yard","Marina Nearby, Shopping Nearby","In Suite Laundry, Washer/Dryer/Fridge/Stove/Dishwasher",1,,,,
Sl 3 10333 River Drive,"$979,900",3,3,Built in 2024 (-4 yrs old),$0,$430,Bridgeport,Townhouse,Freehold Strata,3 Storey,R2521481,Dennis Lai,Oakwyn Realty Ltd.,26 Days on REW,Air Conditioning,"Central Location, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",Club House,Yes,,,,,,,
73 10199 River Drive,"$1,269,900",3,3,Built in 2020 (0 yrs old),$0,$348,Bridgeport,Townhouse,Freehold Strata,"Corner Unit,End Unit",R2518937,Nancy Fong PREC*,Macdonald Realty Westmar,38 Days on REW,"Air Conditioning, Garage Door Opener, Smoke Alarm","Private Setting, Recreation Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Club House, Exercise Centre, Garden, Oudoor Pool, Playground, Swirlpool/Hot Tub",Yes,,,,,,,
29 10133 River Drive,"$738,000",3,3,Built in 2014 (6 yrs old),"$2,236",$507,Bridgeport,Townhouse,Freehold Strata,2 Storey,R2518882,Shafik Ladha PREC*,RE/MAX Westcoast,Shamir Charania,RE/MAX Westcoast,38 Days on REW,"Air Conditioning, Drapes/window Coverings, Garage Door Opener, Hot Water Dispenser, Security System, Smoke Alarm","Central Location, Marina Nearby, Private Setting, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Central Airconditioning, Day Care Centre, Garden, In Suite Laundry, Indoor Pool, Recreation Center",Yes,,,,,
74 10199 River Drive,"$1,188,900",4,4,Built in 2020 (0 yrs old),$0,$542,Bridgeport,Townhouse,Freehold Strata,"Corner Unit,End Unit",R2509502,Dennis Lai,Oakwyn Realty Ltd.,73 Days on REW,Air Conditioning,"Central Location, Marina Nearby, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Club House, Exercise Centre, Garden, Indoor Pool, Playground, Swirlpool/Hot Tub",Yes,,,,,,,
18 10233 River Drive,"$1,099,000",3,3,Built in 2021 (-1 yrs old),$0,$0,Bridgeport,Townhouse,Freehold Strata,"Corner Unit,3 Storey w/Bsmt.",R2506834,Ken Cui PREC*,Nu Stream Realty Inc.,Kelvin Ho,Nu Stream Realty Inc.,79 Days on REW,"Central Airconditioning, Club House, Exercise Centre, Garden, Indoor Pool, Playground",Yes,,,,,,,,
2320 Mclennan Avenue,"$2,880,000",4,6,66 ft x 182 ft (12012 ft²),Built in 1995 (25 yrs old),"$5,321",Bridgeport,House,Freehold NonStrata,2 Storey,182,66.00 feet,R2503554,Andy Dai PREC*,Nu Stream Realty Inc.,90 Days on REW,"Central Location, Private Yard",2,,,,,,,,
10451 Bridgeport Road,"$1,700,000",3,2,70 ft x 86 ft (6192 ft²),Built in 1960 (60 yrs old),"$3,437",Bridgeport,House,Freehold NonStrata,Rancher/Bungalow,86.8,70.80 feet,R2493575,Melissa Wu PREC*,eXp Realty,117 Days on REW,"Central Location, Private Setting","Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,
10455 Bridgeport Road,"$1,600,000",6,4,49 ft x 86 ft (4398 ft²),"$3,076",Bridgeport,House,Freehold NonStrata,Rancher/Bungalow,86,49.00 feet,R2493582,Melissa Wu PREC*,eXp Realty,117 Days on REW,"Central Location, Pantry, Security System, Smoke Alarm, Vacuum - Built In, Vaulted Ceiling","In Suite Laundry, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",2,,,,,,,
10511 Bridgeport Road,"$1,498,888",3,1,72 ft x 132 ft (9548 ft²),Built in 1959 (61 yrs old),"$3,502",Bridgeport,House,Freehold NonStrata,1 Storey,132.87,72.00 feet,R2320465,Gurdial S Badh (Dale),RE/MAX Real Estate Services,178 Days on REW,"Clothes Washer/Dryer, In Suite Laundry, Refrigerator, Stove",1,,,,,,,,
2 10233 River Drive,"$938,000",3,3,Built in 2020 (0 yrs old),$0,$275,Bridgeport,Townhouse,Freehold Strata,3 Storey,R2469524,Henry So PREC*,RE/MAX Crest Realty,184 Days on REW,"Air Conditioning, Drapes/window Coverings, Oven - Built In","Marina Nearby, Private Setting, Recreation Nearby","Clothes Washer/Dryer, Dishwasher, Microwave, Range Top, Refrigerator","Bike Room, Central Airconditioning, Club House, Exercise Centre, Indoor Pool, Swirlpool/Hot Tub",Yes,,,,,,,
47 10233 River Drive,"$918,000",3,3,Built in 2020 (0 yrs old),$0,$392,Bridgeport,Townhouse,Freehold Strata,3 Storey,R2450218,May Lau,Sutton Group Seafair Realty,258 Days on REW,"Air Conditioning, Drapes/window Coverings, Garage Door Opener",Washer/Dryer/Fridge/Stove/Dishwasher,"Club House, Exercise Centre, Garden, In Suite Laundry, Indoor Pool, Swirlpool/Hot Tub",Yes,,,,,,,,
2471 Mcleod Avenue,"$2,500,000",5,5,44 ft x 140 ft (6180 ft²),Built in 2012 (8 yrs old),"$4,815",Bridgeport,House,Freehold NonStrata,"2 Storey,2 Storey w/Bsmt.",140,44.00 feet,R2418677,Melissa Wu PREC*,eXp Realty,417 Days on REW,"Air Conditioning, Central Location",Shopping Nearby,Washer/Dryer/Fridge/Stove/Dishwasher,1,Yes,,,,,
10151 Bridgeport Road,"$1,998,000",7,5,42 ft x 121 ft (5082 ft²),Built in 2005 (15 yrs old),"$3,582",Bridgeport,House,Freehold NonStrata,2 Storey,121,42.00 feet,R2418014,Melissa Wu PREC*,eXp Realty,419 Days on REW,"Central Location, Lane Access",Shopping Nearby,Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,
20 8400 Cook Road,"$928,000",4,3,Built in 2010 (10 yrs old),"$2,932",$438,Brighouse,Townhouse,Freehold Strata,"2 Storey,Corner Unit",R2507762,Yang Gao,Regent Park Realty Inc.,76 Days on REW,"Garage Door Opener, Security System, Smoke Alarm","Central Location, Private Setting, Recreation Nearby, Shopping Nearby","Microwave, Range Top, Refrigerator, Stove, Washer/Dryer/Fridge/Stove/Dishwasher","Garden, Playground",1,,,,,,,
303 5088 Kwantlen Street,"$688,000",2,2,Built in 2007 (13 yrs old),"$2,008",$278,Brighouse,Apt/Condo,Freehold Strata,"Corner Unit,Inside Unit",R2525021,Frank Peng PREC*,Dracco Pacific Realty,4 Days on REW,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Club House, Exercise Centre, Garden, In Suite Laundry",,,,,,,,,
209 7297 Moffatt Road,"$448,000",2,1,Built in 1982 (38 yrs old),"$1,336",$314,Brighouse,Apt/Condo,Freehold Strata,Inside Unit,R2524250,Morning Yu PREC*,LeHomes Realty First,Fan Yang,LeHomes Realty First,10 Days on REW,Cul-de-Sac,"Central Location, Recreation Nearby, Shopping Nearby","Dishwasher, Refrigerator, Stove","Elevator, Exercise Centre, Oudoor Pool, Shared Laundry",1,,,,,
807 6080 Minoru Boulevard,"$699,000",2,2,Built in 1997 (23 yrs old),"$2,556",$353,Brighouse,Apt/Condo,Freehold Strata,"Corner Unit,End Unit",R2523747,Michelle Yu PREC*,RE/MAX Real Estate Services,12 Days on REW,"Garage Door Opener, Intercom, Sprinkler - Fire","Central Location, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Elevator, In Suite Laundry, Storage, Swirlpool/Hot Tub",1,,,,,,,
112 8651 Westminster Highway,"$399,900",2,1,Built in 1981 (39 yrs old),"$1,235",$300,Brighouse,Apt/Condo,Freehold Strata,Inside Unit,R2523268,Shafik Ladha PREC*,RE/MAX Westcoast,17 Days on REW,Sprinkler - Fire,"Central Location, Recreation Nearby, Shopping Nearby","Dishwasher, Refrigerator, Stove","Elevator, Exercise Centre, Garden, Oudoor Pool, Shared Laundry",,,,,,,,
109 9200 Ferndale Road,"$565,000",2,2,Built in 2006 (14 yrs old),"$1,759",$388,Brighouse,Apt/Condo,Freehold Strata,Inside Unit,R2523089,Sylvie Zhao PREC*,RE/MAX Crest Realty,18 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,"Elevator, Exercise Centre, Garden, In Suite Laundry, Playground",1,,,,,,,,,
1205 7362 Elmbridge Way,"$620,000",2,2,Built in 2008 (12 yrs old),"$1,971",$375,Brighouse,Apt/Condo,Freehold Strata,1 Storey,R2522910,Jacob Huang,Oakwyn Realty Ltd.,Carlo Capitulo PREC*,Oakwyn Realty Ltd.,19 Days on REW,"Oven - Built In, Smoke Alarm, Sprinkler - Fire","Disposal - Waste, Washer/Dryer/Fridge/Stove/Dishwasher","Exercise Centre, Garden, Oudoor Pool, Playground, Sauna/Steam Room, Swirlpool/Hot Tub",,,,,,,
303 8651 Ackroyd Road,"$498,000",2,2,Built in 1989 (31 yrs old),"$1,525",$400,Brighouse,Apt/Condo,Freehold Strata,"End Unit,Penthouse",R2522770,Colin Doig PREC*,RE/MAX Crest Realty,Sylvia Nguyen,RE/MAX Crest Realty,19 Days on REW,"Drapes/window Coverings, Garage Door Opener, Smoke Alarm, Sprinkler - Fire","Golf Course Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Elevator, In Suite Laundry, Storage",1,,,,,
520 7008 River Parkway,"$508,000",1,1,Built in 2017 (3 yrs old),"$1,508",$448,Brighouse,Apt/Condo,Freehold Strata,1 Storey,R2522271,Steven C Li PREC*,Nu Stream Realty Inc.,20 Days on REW,"Air Conditioning, Drapes/window Coverings, Garage Door Opener, Smoke Alarm, Sprinkler - Fire","Central Location, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Concierge, Exercise Centre, In Suite Laundry, Indoor Pool, Sauna/Steam Room, Swirlpool/Hot Tub",Yes,,,,,,,
602 7368 Gollner Avenue,"$868,000",2,2,Built in 2015 (5 yrs old),"$3,094",$473,Brighouse,Apt/Condo,Freehold Strata,"1 Storey,Corner Unit",R2522254,Johnson Syyong PREC*,RE/MAX Westcoast,20 Days on REW,"Garage Door Opener, Smoke Alarm","Air Conditioning, Central Location, Private Setting, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Club House, Exercise Centre, Garden, In Suite Laundry, Recreation Center, Swirlpool/Hot Tub",Yes,,,,,,,
205 5411 Arcadia Road,"$458,000",2,1,Built in 1982 (38 yrs old),"$1,320",$300,Brighouse,Apt/Condo,Freehold Strata,Inside Unit,R2522368,Jane Mu PREC*,Royal Pacific Realty Corp.,20 Days on REW,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Elevator, Oudoor Pool, Shared Laundry",,,,,,,,,
205 5411 Arcadia Road,"$458,000",2,1,Built in 1982 (38 yrs old),"$1,320",$300,Brighouse,Apt/Condo,Freehold Strata,Inside Unit,R2522368,Jane Mu PREC*,Royal Pacific Realty Corp.,20 Days on REW,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Elevator, Oudoor Pool, Shared Laundry",,,,,,,,,
309 7840 Moffatt Road,"$475,000",2,1,Built in 1988 (32 yrs old),"$1,491",$316,Brighouse South,Apt/Condo,Freehold Strata,"Corner Unit,Penthouse",R2503887,Carlo Capitulo PREC*,Oakwyn Realty Ltd.,89 Days on REW,"Central Location, Private Setting, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"In Suite Laundry, Storage",1,,,,,,,,
120 7800 St Albans Road,"$485,000",2,2,Built in 1992 (28 yrs old),"$1,615",$309,Brighouse South,Apt/Condo,Freehold Strata,"1 Storey,Corner Unit",R2524030,Kenneth Pestano,Macdonald Realty Westmar,12 Days on REW,Drapes/window Coverings,"Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Exercise Centre, In Suite Laundry, Oudoor Pool, Swirlpool/Hot Tub",,,,,,,,
101 7580 Minoru Boulevard,"$379,800",1,1,Built in 1987 (33 yrs old),"$1,125",$0,Brighouse South,Apt/Condo,Freehold Strata,"1 Storey,Upper Unit",R2523199,Jonathan Ames,Oakwyn Realty Ltd.,17 Days on REW,"Drapes/window Coverings, Smoke Alarm","Central Location, Private Setting, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Elevator, In Suite Laundry",1,,,,,,,
